,,,Filtered ->,,,Filtered ->,,Data ->,,
Ulaanbaatar,Mongolia,1396288,,,,,,,,
Goiania,Brazil,1393575,,,,,,,,
Fuqing,China,1390487,,,,,,,,
Kayseri,Turkey,1389680,,,,,,,,
Wuzhong,China,1382713,,,,,,,,
Belgrade,Serbia,1378682,,,,,,,,
Pingdu,China,1378900,,,,,,,,
Milan,Italy,1366180,,,,,,,,
Aurangabad,India,1371330,,,,,,,,
Copenhagen,Denmark,1366301,,,,,,,,
Yangquan,China,1368502,,,,,,,,
Yutan,China,1368117,,,,,,,,
Huangshan,China,1358980,,,,,,,,
Auckland,New Zealand,1346091,,,,,,,,
Makassar,Indonesia,1338663,,,,,,,,
Santiago,Dominican Republic,1343423,,,,,,,,
Milwaukee,United States,1340981,,,,,,,,
Rajkot,India,1335397,,,,,,,,
Prague,Czechia,1335084,,,,,,,,
Samsun,Turkey,1335716,,,,,,,,
Liangshi,China,1335900,,,,,,,,
Barranquilla,Colombia,1326588,,,,,,,,
Saitama,Japan,1325843,,,,,,,,
Guarulhos,Brazil,1324781,,,,,,,,
Al Basrah,Iraq,1326564,,,,,,,,
Mandalay,Myanmar,1319452,,,,,,,,
Juarez,Mexico,1321004,,,,,,,,
Xintai,China,1315942,,,,,,,,
Wusong,China,1311726,,,,,,,,
Meerut,India,1305429,,,,,,,,
Yushu,China,1304436,,,,,,,,
Rongcheng,China,1302891,,,,,,,,
Huazhou,China,1302100,,,,,,,,
Adelaide,Australia,1295714,,,,,,,,
Baishan,China,1296127,,,,,,,,
Dayan,China,1296000,,,,,,,,
Haicheng,China,1293877,,,,,,,,
Tripoli,Libya,1293016,,,,,,,,
Jiangyin,China,1285785,,,,,,,,
Yicheng,China,1285785,,,,,,,,
Huaiyin,China,1264000,,,,,,,,
Porto,Portugal,1278210,,,,,,,,
Cacuaco,Angola,1279488,,,,,,,,
Soweto,South Africa,1271628,,,,,,,,
Rosario,Argentina,1276000,,,,,,,,
Canagatan,Philippines,1273219,,,,,,,,
Helsinki,Finland,1268296,,,,,,,,
Jabalpur,India,1267564,,,,,,,,
Providence,United States,1270149,,,,,,,,
Rucheng,China,1267066,,,,,,,,
Nizhniy Novgorod,Russia,1264075,,,,,,,,
Ahvaz,Iran,1261042,,,,,,,,
Jepara,Indonesia,1257912,,,,,,,,
Shaoyang,China,1253548,,,,,,,,
Comayaguela,Honduras,1250000,,,,,,,,
Laiwu,China,1248636,,,,,,,,
Sharjah,United Arab Emirates,1247749,,,,,,,,
Kalamboli,India,1246381,,,,,,,,
Jingling,China,1247400,,,,,,,,
Kazan,Russia,1243500,,,,,,,,
Suwon,South Korea,1234300,,,,,,,,
Yongcheng,China,1240382,,,,,,,,
Sumedang,Indonesia,1240000,,,,,,,,
Calgary,Canada,1239220,,,,,,,,
Can Tho,Vietnam,1237300,,,,,,,,
Yiwu,China,1234015,,,,,,,,
Bagam,Indonesia,1230097,,,,,,,,
Beidao,China,1225000,,,,,,,,
Vasai,India,1222390,,,,,,,,
Xiangshui,China,1221000,,,,,,,,
Jacksonville,United States,1220191,,,,,,,,
Akcaabat,Turkey,1215351,,,,,,,,
Campinas,Brazil,1213792,,,,,,,,
Dadukou,China,1214121,,,,,,,,
Mombasa,Kenya,1208333,,,,,,,,
Lingcheng,China,1211637,,,,,,,,
Najafgarh,India,1203180,,,,,,,,
Vila Velha,Brazil,1209091,,,,,,,,
Gazipura,Bangladesh,1199215,,,,,,,,
Chelyabinsk,Russia,1202371,,,,,,,,
Varanasi,India,1198491,,,,,,,,
Xinyu,China,1202499,,,,,,,,
Qom,Iran,1201158,,,,,,,,
Hargeysa,Somalia,1200000,,,,,,,,
Zhangye,China,1199515,,,,,,,,
Hiroshima,Japan,1198021,,,,,,,,
Maiduguri,Nigeria,1197497,,,,,,,,
Chiang Mai,Thailand,1198000,,,,,,,,
Doha,Qatar,1186023,,,,,,,,
Maputo,Mozambique,1191613,,,,,,,,
Mbandaka,Congo (Kinshasa),1187837,,,,,,,,
Pikine,Senegal,1170791,,,,,,,,
Medina,Saudi Arabia,1180770,,,,,,,,
Srinagar,India,1180570,,,,,,,,
Omsk,Russia,1178391,,,,,,,,
Dublin,Ireland,1173179,,,,,,,,
Liaoyuan,China,1176239,,,,,,,,
Cilacap,Indonesia,1174964,,,,,,,,
Yingtan,China,1175000,,,,,,,,
Bandar Lampung,Indonesia,1166761,,,,,,,,
Samara,Russia,1169719,,,,,,,,
Guankou,China,1168056,,,,,,,,
Ulsan,South Korea,1166033,,,,,,,,
Dhanbad,India,1162472,,,,,,,,
Dingzhou,China,1165182,,,,,,,,
Lianyuan,China,1162928,,,,,,,,
Rongcheng,China,1162770,,,,,,,,
Kaiyuan,China,1160000,,,,,,,,
Nay Pyi Taw,Myanmar,1160242,,,,,,,,
Zhuji,China,1157938,,,,,,,,
Kigali,Rwanda,1156663,,,,,,,,
Bukavu,Congo (Kinshasa),1133000,,,,,,,,
Leiyang,China,1151554,,,,,,,,
Bafoussam,Cameroon,1146000,,,,,,,,
Yichun,China,1148126,,,,,,,,
Benin City,Nigeria,1147188,,,,,,,,
Rostov,Russia,1137704,,,,,,,,
Xiantao,China,1140100,,,,,,,,
Amritsar,India,1132383,,,,,,,,
Callao,Peru,1129854,,,,,,,,
Salt Lake City,United States,1135344,,,,,,,,
Aligarh,India,1131160,,,,,,,,
Shagamu,Nigeria,1132270,,,,,,,,
Yingchuan,China,1131896,,,,,,,,
Ciudad Nezahualcoyotl,Mexico,1109363,,,,,,,,
Tbilisi,Georgia,1118035,,,,,,,,
Guwahati,India,1116267,,,,,,,,
Ufa,Russia,1115560,,,,,,,,
Fes,Morocco,1112072,,,,,,,,
Sao Luis,Brazil,1108975,,,,,,,,
Bien Hoa,Vietnam,1104000,,,,,,,,
Sevilla,Spain,1100000,,,,,,,,
N'Djamena,Chad,1092066,,,,,,,,
Mexicali,Mexico,1102342,,,,,,,,
Nezahualcoyotl,Mexico,1077208,,,,,,,,
Ikare,Nigeria,1099931,,,,,,,,
Nashville,United States,1098486,,,,,,,,
Tamale,Ghana,1095808,,,,,,,,
Xibeijie,China,1095947,,,,,,,,
Yuyao,China,1095000,,,,,,,,
Haora,India,1077075,,,,,,,,
Hanchuan,China,1092700,,,,,,,,
Gongzhuling,China,1092692,,,,,,,,
Krasnoyarsk,Russia,1083865,,,,,,,,
Cologne,Germany,1083498,,,,,,,,
Bujumbura,Burundi,1075000,,,,,,,,
Bishkek,Kyrgyzstan,1074075,,,,,,,,
Zhufeng,China,1081960,,,,,,,,
Sao Goncalo,Brazil,1077687,,,,,,,,
Yerevan,Armenia,1075800,,,,,,,,
Ezhou,China,1079353,,,,,,,,
Nur-Sultan,Kazakhstan,1078362,,,,,,,,
Tongjin,South Korea,1076369,,,,,,,,
Nouakchott,Mauritania,1077169,,,,,,,,
Xiashi,China,1076199,,,,,,,,
Ranchi,India,1073440,,,,,,,,
Taixing,China,1073921,,,,,,,,
Vereeniging,South Africa,1074000,,,,,,,,
Gwalior,India,1069276,,,,,,,,
Zhongwei,China,1067336,,,,,,,,
Goyang,South Korea,1061929,,,,,,,,
Oslo,Norway,1064235,,,,,,,,
Vijayawada,India,1048240,,,,,,,,
Chandigarh,India,1055450,,,,,,,,
Edmonton,Canada,1062643,,,,,,,,
Sendai,Japan,1061177,,,,,,,,
Raleigh,United States,1062018,,,,,,,,
Mizhou,China,1060000,,,,,,,,
Tunis,Tunisia,1056247,,,,,,,,
Xishan,China,1060000,,,,,,,,
Barquisimeto,Venezuela,1059092,,,,,,,,
Hegang,China,1058665,,,,,,,,
Voronezh,Russia,1050602,,,,,,,,
Perm,Russia,1048005,,,,,,,,
Changwon,South Korea,1046054,,,,,,,,
Fangchenggang,China,1046068,,,,,,,,
Shouguang,China,1039205,,,,,,,,
Bogor,Indonesia,1030720,,,,,,,,
Cartagena,Colombia,1036412,,,,,,,,
Matola,Mozambique,1032197,,,,,,,,
Jodhpur,India,1033918,,,,,,,,
Memphis,United States,1034498,,,,,,,,
Ogbomoso,Nigeria,1032000,,,,,,,,
Rangapukur,Bangladesh,1031388,,,,,,,,
Managua,Nicaragua,1028808,,,,,,,,
Sanya,China,1031396,,,,,,,,
Shymkent,Kazakhstan,1028673,,,,,,,,
Wutong,China,1029754,,,,,,,,
Niamey,Niger,1026848,,,,,,,,
Shubra al Khaymah,Egypt,1025569,,,,,,,,
Linhai,China,1028813,,,,,,,,
Denizli,Turkey,1027782,,,,,,,,
Maceio,Brazil,1025360,,,,,,,,
Monrovia,Liberia,1021762,,,,,,,,
Wafangdian,China,1024876,,,,,,,,
Zhongxiang,China,1022514,,,,,,,,
Louisville,United States,1022630,,,,,,,,
Odesa,Ukraine,1017699,,,,,,,,
Thu Duc,Vietnam,1013795,,,,,,,,
Volgograd,Russia,1015586,,,,,,,,
Islamabad,Pakistan,1014825,,,,,,,,
Port-au-Prince,Haiti,987310,,,,,,,,
Xinyi,China,1013900,,,,,,,,
Raipur,India,1010087,,,,,,,,
Arequipa,Peru,1008290,,,,,,,,
Richmond,United States,1008069,,,,,,,,
Zaoyang,China,1004741,,,,,,,,
Buffalo,United States,1004655,,,,,,,,
Shuizhai,China,1003698,,,,,,,,
Xingyi,China,1004132,,,,,,,,
Kota,India,1001694,,,,,,,,
Quetta,Pakistan,1001205,,,,,,,,
Kathmandu,Nepal,975453,,,,,,,,
Ottawa,Canada,989567,,,,,,,,
Lilongwe,Malawi,989318,,,,,,,,
Asmara,Eritrea,963000,,,,,,,,
Freetown,Sierra Leone,951000,,,,,,,,
Vientiane,Laos,948487,,,,,,,,
Jerusalem,Israel,919438,,,,,,,,
Riga,Latvia,920643,,,,,,,,
Bangui,Central African Republic,889231,,,,,,,,
Dushanbe,Tajikistan,863400,,,,,,,,
Lome,Togo,837437,,,,,,,,
Ashgabat,Turkmenistan,828100,,,,,,,,
Zagreb,Croatia,809268,,,,,,,,
Libreville,Gabon,797003,,,,,,,,
Cotonou,Benin,762000,,,,,,,,
Pretoria,South Africa,741651,,,,,,,,
Vilnius,Lithuania,708203,,,,,,,,
Winnipeg,Canada,705244,,,,,,,,
Quebec City,Canada,705103,,,,,,,,
Chisinau,Moldova,702300,,,,,,,,
Port Moresby,Papua New Guinea,700000,,,,,,,,
Skopje,Macedonia,640000,,,,,,,,
Djibouti,Djibouti,603900,,,,,,,,
Gaza,Palestine,590481,,,,,,,,
Kingston,Jamaica,580000,,,,,,,,
Rabat,Morocco,572717,,,,,,,,
San Salvador,El Salvador,567698,,,,,,,,
The Hague,Netherlands,548320,,,,,,,,
Asuncion,Paraguay,524190,,,,,,,,
Juba,South Sudan,525953,,,,,,,,
Maseru,Lesotho,519186,,,,,,,,
Bissau,Guinea-Bissau,492004,,,,,,,,
Valletta,Malta,480134,,,,,,,,
Bratislava,Slovakia,475503,,,,,,,,
Kitchener,Canada,470015,,,,,,,,
Manama,Bahrain,436000,,,,,,,,
Tallinn,Estonia,438341,,,,,,,,
Beirut,Lebanon,361366,,,,,,,,
Cape Town,South Africa,433688,,,,,,,,
Tirana,Albania,418495,,,,,,,,
Sarajevo,Bosnia and Herzegovina,419957,,,,,,,,
Wellington,New Zealand,418500,,,,,,,,
Banjul,The Gambia,413397,,,,,,,,
Halifax,Canada,403131,,,,,,,,
Canberra,Australia,381488,,,,,,,,
Yamoussoukro,C̫te d'Ivoire,355573,,,,,,,,
Victoria,Canada,335696,,,,,,,,
Nicosia,Cyprus,330000,,,,,,,,
Windhoek,Namibia,322500,,,,,,,,
Saint-Denis,Reunion,315080,,,,,,,,
Porto-Novo,Benin,300000,,,,,,,,
Sucre,Bolivia,300000,,,,,,,,
Ljubljana,Slovenia,286745,,,,,,,,
Nassau,The Bahamas,274400,,,,,,,,
Bloemfontein,South Africa,256185,,,,,,,,
Fort-de-France,Martinique,253995,,,,,,,,
New Delhi,India,249998,,,,,,,,
Gaborone,Botswana,231626,,,,,,,,
Paramaribo,Suriname,223757,,,,,,,,
Dili,Timor-Leste,222323,,,,,,,,
Dodoma,Tanzania,213636,,,,,,,,
Georgetown,Guyana,200500,,,,,,,,
Gibraltar,Gibraltar,187083,,,,,,,,
Malabo,Equatorial Guinea,187302,,,,,,,,
Suva,Fiji,185913,,,,,,,,
Noumea,New Caledonia,182341,,,,,,,,
Pristina,Kosovo,161751,,,,,,,,
Male,Maldives,133019,,,,,,,,
Port Louis,Mauritius,149194,,,,,,,,
Podgorica,Montenegro,150977,,,,,,,,
Willemstad,Cura̤ao,150000,,,,,,,,
Bern,Switzerland,133883,,,,,,,,
Gitega,Burundi,135467,,,,,,,,
Reykjavik,Iceland,135688,,,,,,,,
Luxembourg,Luxembourg,132780,,,,,,,,
Papeete,French Polynesia,131695,,,,,,,,
Praia,Cabo Verde,127832,,,,,,,,
Sri Jayewardenepura Kotte,Sri Lanka,115826,,,,,,,,
Bridgetown,Barbados,110000,,,,,,,,
Moroni,Comoros,111329,,,,,,,,
Thimphu,Bhutan,104000,,,,,,,,
Mbabane,Swaziland,94874,,,,,,,,
Honiara,Solomon Islands,84520,,,,,,,,
Port of Spain,Trinidad and Tobago,81142,,,,,,,,
Castries,Saint Lucia,70000,,,,,,,,
Putrajaya,Malaysia,67964,,,,,,,,
Cayenne,French Guiana,61550,,,,,,,,
Sao Tome,Sao Tome and Principe,56166,,,,,,,,
Port-Vila,Vanuatu,51437,,,,,,,,
Bandar Seri Begawan,Brunei,50000,,,,,,,,
Monaco,Monaco,36371,,,,,,,,
Apia,Samoa,37708,,,,,,,,
Tarawa,Kiribati,28802,,,,,,,,
Oranjestad,Aruba,34980,,,,,,,,
Saint Helier,Jersey,33522,,,,,,,,
Mamoudzou,Mayotte,32057,,,,,,,,
Majuro,Marshall Islands,30000,,,,,,,,
Douglas,Isle Of Man,27938,,,,,,,,
George Town,Cayman Islands,27704,,,,,,,,
Victoria,Seychelles,26450,,,,,,,,
Kingstown,Saint Vincent and the Grenadines,25000,,,,,,,,
Andorra la Vella,Andorra,22615,,,,,,,,
Saint John's,Antigua and Barbuda,22219,,,,,,,,
Nuku`alofa,Tonga,23221,,,,,,,,
Nuuk,Greenland,18326,,,,,,,,
Belmopan,Belize,17222,,,,,,,,
Roseau,Dominica,16582,,,,,,,,
Basseterre,Saint Kitts and Nevis,13220,,,,,,,,
Torshavn,Faroe Islands,13326,,,,,,,,
Road Town,British Virgin Islands,12603,,,,,,,,
Pago Pago,American Samoa,12576,,,,,,,,
Grand Turk,Turks and Caicos Islands,5801,,,,,,,,
Marigot,Saint Martin,5700,,,,,,,,
Palikir,Federated States of Micronesia,6227,,,,,,,,
Funafuti,Tuvalu,6025,,,,,,,,
Vaduz,Liechtenstein,5668,,,,,,,,
Lobamba,Swaziland,5800,,,,,,,,
Avarua,Cook Islands,5445,,,,,,,,
Saint George's,Grenada,4315,,,,,,,,
San Marino,San Marino,4040,,,,,,,,
Tifariti,Morocco,3000,,,,,,,,
Philipsburg,Sint Maarten,1894,,,,,,,,
Capitol Hill,Northern Mariana Islands,2500,,,,,,,,
Stanley,Falkland Islands (Islas Malvinas),2213,,,,,,,,
Hamilton,Bermuda,854,,,,,,,,
Vatican City,Vatican City,825,,,,,,,,
Alofi,Niue,1611,,,,,,,,
Basse-Terre,Guadeloupe,307,,,,,,,,
Hagta,Guam,1051,,,,,,,,
Jamestown,"Saint Helena, Ascension, and Tristan da Cunha",714,,,,,,,,
Brades,Montserrat,391,,,,,,,,
Yaren,Nauru,,,,,,,,,
Gustavia,Saint Barthelemy,,,,,,,,,
Ngerulmud,Palau,271,,,,,,,,
Saint-Pierre,Saint Pierre and Miquelon,,,,,,,,,
The Valley,Anguilla,,,,,,,,,
Mata-Utu,Wallis and Futuna,,,,,,,,,
Kingston,Norfolk Island,,,,,,,,,
Longyearbyen,Svalbard,,,,,,,,,
Adamstown,Pitcairn Islands,,,,,,,,,
Flying Fish Cove,Christmas Island,,,,,,,,,
King Edward Point,South Georgia And South Sandwich Islands,,,,,,,,,
Bareilly,India,1000000,,,,,,,,
Quang Ha,Vietnam,1000000,,,,,,,,
Domaa-Ahenkro,Ghana,1000000,,,,,,,,
Oklahoma City,United States,994284,,,,,,,,
Xingcheng,China,993000,,,,,,,,
Dongtai,China,990306,,,,,,,,
Yingcheng,China,986400,,,,,,,,
Chiba,Japan,981738,,,,,,,,
Al Mijlad,Sudan,985000,,,,,,,,
Pekanbaru,Indonesia,983356,,,,,,,,
Luocheng,China,984100,,,,,,,,
Dnipro,Ukraine,980948,,,,,,,,
Danyang,China,980662,,,,,,,,
Gode,Ethiopia,980782,,,,,,,,
Natal,Brazil,980588,,,,,,,,
Nada,China,977700,,,,,,,,
Zamboanga City,Philippines,977234,,,,,,,,
Kirkuk,Iraq,975000,,,,,,,,
Bridgeport,United States,975078,,,,,,,,
Naples,Italy,966144,,,,,,,,
Wuchuan,China,972400,,,,,,,,
Huilong,China,972525,,,,,,,,
Morelia,Mexico,962555,,,,,,,,
Malaga,Spain,967250,,,,,,,,
Cebu City,Philippines,964169,,,,,,,,
Al Mansurah,Egypt,960423,,,,,,,,
Coimbatore,India,959823,,,,,,,,
Santo Domingo Este,Dominican Republic,948855,,,,,,,,
Setagaya,Japan,940509,,,,,,,,
Songnam,South Korea,948757,,,,,,,,
Taishan,China,953900,,,,,,,,
Teresina,Brazil,953172,,,,,,,,
Solapur,India,951558,,,,,,,,
Tangier,Morocco,947952,,,,,,,,
Kermanshah,Iran,952285,,,,,,,,
Krasnodar,Russia,948827,,,,,,,,
Baidoa,Somalia,950000,,,,,,,,
Gaalkacyo,Somalia,950000,,,,,,,,
Anqiu,China,947723,,,,,,,,
Feicheng,China,946627,,,,,,,,
Seberang Jaya,Malaysia,946092,,,,,,,,
El Alto,Bolivia,943000,,,,,,,,
Kitakyushu,Japan,935084,,,,,,,,
Meishan,China,936000,,,,,,,,
Khartoum North,Sudan,936349,,,,,,,,
Kisangani,Congo (Kinshasa),935977,,,,,,,,
Aguascalientes,Mexico,934424,,,,,,,,
Marrakech,Morocco,928850,,,,,,,,
Donetsk,Ukraine,929063,,,,,,,,
Trujillo,Peru,919899,,,,,,,,
New Orleans,United States,925443,,,,,,,,
Taihe,China,924531,,,,,,,,
Trichinopoly,India,916857,,,,,,,,
Xin'an,China,920628,,,,,,,,
Taihecun,China,920471,,,,,,,,
Kashgar,China,920000,,,,,,,,
Naucalpan de Juarez,Mexico,913681,,,,,,,,
Cankaya,Turkey,914501,,,,,,,,
Santiago de Cuba,Cuba,917340,,,,,,,,
Owerri,Nigeria,908109,,,,,,,,
Padang,Indonesia,914970,,,,,,,,
Qingzhou,China,914047,,,,,,,,
Lichuan,China,913700,,,,,,,,
Santiago del Estero,Argentina,911506,,,,,,,,
Daye,China,909724,,,,,,,,
Hengzhou,China,908400,,,,,,,,
Fort Worth,United States,908469,,,,,,,,
Hartford,United States,907046,,,,,,,,
Esenyurt,Turkey,891120,,,,,,,,
Campo Grande,Brazil,906092,,,,,,,,
Zhuanghe,China,905852,,,,,,,,
Bobo-Dioulasso,Burkina Faso,903887,,,,,,,,
Ad Dammam,Saudi Arabia,903312,,,,,,,,
Quzhou,China,902767,,,,,,,,
Lhasa,China,902500,,,,,,,,
Jiaozhou,China,900500,,,,,,,,
Bunia,Congo (Kinshasa),900666,,,,,,,,
Taguig City,Philippines,886722,,,,,,,,
Cancun,Mexico,888797,,,,,,,,
Merida,Mexico,892363,,,,,,,,
Yangchun,China,891800,,,,,,,,
Dengtalu,China,887000,,,,,,,,
Moradabad,India,887871,,,,,,,,
Antipolo,Philippines,887399,,,,,,,,
Abeokuta,Nigeria,888924,,,,,,,,
Bucheon,South Korea,867678,,,,,,,,
Zhoushan,China,882932,,,,,,,,
Tiruppur,India,877778,,,,,,,,
Natal,Brazil,877662,,,,,,,,
Chihuahua,Mexico,878062,,,,,,,,
Klang,Malaysia,878000,,,,,,,,
As Sulaymaniyah,Iraq,878146,,,,,,,,
Gurgaon,India,876824,,,,,,,,
Turin,Italy,870952,,,,,,,,
Tucson,United States,875284,,,,,,,,
Hai'an,China,874334,,,,,,,,
Ar Ramadi,Iraq,874543,,,,,,,,
Laiyang,China,874127,,,,,,,,
Sale,Morocco,850403,,,,,,,,
Jalandhar,India,873725,,,,,,,,
Marseille,France,870731,,,,,,,,
Bucaramanga,Colombia,870752,,,,,,,,
Kaifeng Chengguanzhen,China,872000,,,,,,,,
Ikeja,Nigeria,861300,,,,,,,,
Eskisehir,Turkey,871187,,,,,,,,
Saltillo,Mexico,864431,,,,,,,,
Gaomi,China,868715,,,,,,,,
Liverpool,United Kingdom,864122,,,,,,,,
Ipoh,Malaysia,866772,,,,,,,,
Oran,Algeria,852000,,,,,,,,
Portsmouth,United Kingdom,855679,,,,,,,,
Southampton,United Kingdom,855569,,,,,,,,
Hermosillo,Mexico,855563,,,,,,,,
Cochabamba,Bolivia,856198,,,,,,,,
Weichanglu,China,859424,,,,,,,,
Shache,China,851374,,,,,,,,
Wuxi,China,853197,,,,,,,,
Leping,China,852800,,,,,,,,
Hailun,China,850000,,,,,,,,
Macheng,China,849090,,,,,,,,
Akure,Nigeria,847903,,,,,,,,
Ilorin,Nigeria,847582,,,,,,,,
Yuci,China,840000,,,,,,,,
Saratov,Russia,845300,,,,,,,,
Erbil,Iraq,846000,,,,,,,,
Iguacu,Brazil,844583,,,,,,,,
Pasig City,Philippines,803159,,,,,,,,
Dehui,China,839786,,,,,,,,
Kalkaji Devi,India,824177,,,,,,,,
Bhubaneshwar,India,837737,,,,,,,,
Honolulu,United States,835291,,,,,,,,
Tongchuan,China,834437,,,,,,,,
Cheongju,South Korea,833276,,,,,,,,
Chengxiang,China,831113,,,,,,,,
Thessaloniki,Greece,824676,,,,,,,,
Warri,Nigeria,830106,,,,,,,,
Sakai,Japan,824408,,,,,,,,
Pointe-Noire,Congo (Brazzaville),829134,,,,,,,,
Rongjiawan,China,826000,,,,,,,,
Mediouna,Morocco,822851,,,,,,,,
Butterworth,Malaysia,821652,,,,,,,,
Renqiu,China,822455,,,,,,,,
Xindi,China,819446,,,,,,,,
Bhayandar,India,809378,,,,,,,,
Wu'an,China,819000,,,,,,,,
Sao Bernardo do Campo,Brazil,816925,,,,,,,,
Mandvi,India,814655,,,,,,,,
Barinas,Venezuela,816264,,,,,,,,
Zijinglu,China,807857,,,,,,,,
Gaoyou,China,811800,,,,,,,,
Culiacan,Mexico,808416,,,,,,,,
Hejian,China,810306,,,,,,,,
Yiyang,China,810447,,,,,,,,
Puxi,China,809535,,,,,,,,
Androtsy,Madagascar,809313,,,,,,,,
McAllen,United States,809002,,,,,,,,
Qingping,China,797200,,,,,,,,
Omaha,United States,806485,,,,,,,,
Joao Pessoa,Brazil,801718,,,,,,,,
Dongyang,China,804398,,,,,,,,
Queretaro,Mexico,801940,,,,,,,,
Krakow,Poland,800653,,,,,,,,
George Town,Malaysia,794313,,,,,,,,
Abaete,Brazil,800000,,,,,,,,
Palermo,Colombia,800000,,,,,,,,
Valencia,Spain,792492,,,,,,,,
Xigaze,China,798153,,,,,,,,
El Paso,United States,794344,,,,,,,,
Seyhan,Turkey,792536,,,,,,,,
Niigata,Japan,790646,,,,,,,,
Hempstead,United States,791018,,,,,,,,
Leeds,United Kingdom,789194,,,,,,,,
Hamamatsu,Japan,788211,,,,,,,,
Bagcilar,Turkey,734369,,,,,,,,
Xiangxiang,China,787216,,,,,,,,
Bilbao,Spain,775000,,,,,,,,
Chaohucun,China,782000,,,,,,,,
Fuyang,China,771000,,,,,,,,
Homs,Syria,775404,,,,,,,,
Kucukcekmece,Turkey,770317,,,,,,,,
Lubango,Angola,776249,,,,,,,,
Zouping,China,774517,,,,,,,,
Khujand,Tajikistan,770000,,,,,,,,
San Luis Potosi,Mexico,772828,,,,,,,,
Nottingham,United Kingdom,768638,,,,,,,,
Cencheng,China,772113,,,,,,,,
Dali,China,771128,,,,,,,,
Hamhung,North Korea,768551,,,,,,,,
Korla,China,770000,,,,,,,,
Rajshahi,Bangladesh,763580,,,,,,,,
Erzurum,Turkey,767848,,,,,,,,
Frankfurt,Germany,764104,,,,,,,,
Al `Ayn,United Arab Emirates,766936,,,,,,,,
Songzi,China,765911,,,,,,,,
Albuquerque,United States,765693,,,,,,,,
Patiala,India,763280,,,,,,,,
Laixi,China,762900,,,,,,,,
Bahawalpur,Pakistan,762111,,,,,,,,
Zhongba,China,762140,,,,,,,,
Kaduna,Nigeria,760084,,,,,,,,
Qingnian,China,760781,,,,,,,,
San Pedro Sula,Honduras,760182,,,,,,,,
Qamdo,China,760966,,,,,,,,
Xinhualu,China,758079,,,,,,,,
Nerima,Japan,742463,,,,,,,,
Guangshui,China,755910,,,,,,,,
Pietermaritzburg,South Africa,750845,,,,,,,,
Baardheere,Somalia,755500,,,,,,,,
Tlajomulco de Zuniga,Mexico,727750,,,,,,,,
Samarinda,Indonesia,753370,,,,,,,,
Changhua,Taiwan,750000,,,,,,,,
Sizhan,China,751389,,,,,,,,
Ciudad Guayana,Venezuela,751331,,,,,,,,
Cucuta,Colombia,750000,,,,,,,,
Dhulia,India,750000,,,,,,,,
Burco,Somalia,750211,,,,,,,,
Licheng,China,749522,,,,,,,,
Ota-ku,Japan,737187,,,,,,,,
Thiruvananthapuram,India,743691,,,,,,,,
Tyumen,Russia,744554,,,,,,,,
Nampula,Mozambique,743000,,,,,,,,
Zaporizhzhia,Ukraine,741717,,,,,,,,
Kyaukse,Myanmar,741071,,,,,,,,
Chengguan,China,740435,,,,,,,,
Kumamoto,Japan,738385,,,,,,,,
Nehe,China,740000,,,,,,,,
Osogbo,Nigeria,731000,,,,,,,,
Cabinda,Angola,739182,,,,,,,,
Kerman,Iran,738374,,,,,,,,
Zunhua,China,737011,,,,,,,,
Rochester,United States,737309,,,,,,,,
Valenzuela,Philippines,714978,,,,,,,,
Orumiyeh,Iran,736224,,,,,,,,
Wugang,China,734870,,,,,,,,
Shuangqiao,China,733000,,,,,,,,
Tshikapa,Congo (Kinshasa),732000,,,,,,,,
Sao Jose dos Campos,Brazil,729737,,,,,,,,
Comodoro Rivadavia,Argentina,730266,,,,,,,,
Cagayan de Oro,Philippines,728402,,,,,,,,
Tondo,Philippines,654220,,,,,,,,
Langzhong,China,728935,,,,,,,,
Qian'an,China,728160,,,,,,,,
Lviv,Ukraine,724314,,,,,,,,
Sarasota,United States,727388,,,,,,,,
Reynosa,Mexico,725793,,,,,,,,
Santo Andre,Brazil,721368,,,,,,,,
An Najaf,Iraq,724700,,,,,,,,
Sagamihara,Japan,722973,,,,,,,,
Guli,China,723490,,,,,,,,
Mississauga,Canada,721599,,,,,,,,
Concepcion,Chile,719944,,,,,,,,
Okayama,Japan,720043,,,,,,,,
Anlu,China,720000,,,,,,,,
Mwanza,Tanzania,706453,,,,,,,,
Fresno,United States,719558,,,,,,,,
Changsha,China,717700,,,,,,,,
Torreon,Mexico,716672,,,,,,,,
Shihezi,China,717000,,,,,,,,
Enugu,Nigeria,715774,,,,,,,,
Jaboatao,Brazil,702621,,,,,,,,
Tulsa,United States,715983,,,,,,,,
Yanggok,South Korea,713321,,,,,,,,
Yatou,China,714211,,,,,,,,
Edogawa,Japan,697932,,,,,,,,
Allentown,United States,714136,,,,,,,,
Ribeirao Preto,Brazil,711825,,,,,,,,
Xichang,China,712434,,,,,,,,
Latakia,Syria,700000,,,,,,,,
Bhiwandi,India,709665,,,,,,,,
City of Paranaque,Philippines,689992,,,,,,,,
Dasmarinas,Philippines,703141,,,,,,,,
Dayton,United States,709300,,,,,,,,
Saharanpur,India,705478,,,,,,,,
Warangal,India,704570,,,,,,,,
Soledad,Colombia,698852,,,,,,,,
Osasco,Brazil,694844,,,,,,,,
Dashiqiao,China,704891,,,,,,,,
Birmingham,United States,704676,,,,,,,,
